background_id,latitude,longitude,distance_to_road_m,distance_to_river_m,nearest_road_type,nearest_road_name,nearest_road_osm_id,nearest_waterway_type,nearest_waterway_name,nearest_waterway_osm_id,road_search_radius_m,river_search_radius_m,road_extraction_ok,river_extraction_ok,roads_rivers_extraction_ok,osm_source,osm_snapshot_timestamp,distance_method
BG_0106,27.70956070319701,88.78441248710774,2914.112852345192,2183.238380678933,tertiary,,117990949.0,stream,,680517779.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:48:50Z,local equirectangular point-to-polyline
BG_0107,27.4438276688714,88.72306850229607,5573.574292806491,300.99415286595126,service,,1467575455.0,stream,,599734551.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:49:51Z,local equirectangular point-to-polyline
BG_0108,25.444972702736088,92.89585892212897,205.18614289777443,1064.391906491799,trunk,,384547304.0,river,Lānglāi River,667884623.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:50:51Z,local equirectangular point-to-polyline
BG_0109,24.062852041460225,93.2588274632164,1477.6929618560512,120.03992531870226,trunk,Guite Road,242648831.0,stream,,1331592359.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:50:51Z,local equirectangular point-to-polyline
BG_0110,24.07930363180985,93.00647853499316,1321.941878511231,1350.184194605746,service,,1529674336.0,river,Tuivawl,198312358.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:51:51Z,local equirectangular point-to-polyline
BG_0111,23.06476497695733,93.0910587199796,791.770486364407,4399.9967946251145,unclassified,,1361410889.0,river,Tyao,203588120.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:51:51Z,local equirectangular point-to-polyline
BG_0112,24.026391156639143,92.57545842871968,4439.701931644546,1867.7774083374768,tertiary,,1326373086.0,river,Tlawng,226207290.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:52:51Z,local equirectangular point-to-polyline
BG_0113,23.188635442220303,92.89160492248368,435.7195559809568,3327.06871940287,unclassified,,1535085888.0,river,,40478155.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:52:51Z,local equirectangular point-to-polyline
BG_0114,23.82727879428117,92.77061545266312,663.0286302515408,3626.058345306465,track,,1062032001.0,stream,,310281842.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:53:51Z,local equirectangular point-to-polyline
BG_0115,24.13866051412099,92.57346919624378,568.6070903713985,2484.259287768107,unclassified,,1326373099.0,river,Meidum Lui,297310752.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:54:50Z,local equirectangular point-to-polyline
BG_0116,23.515877557802387,92.8049717735965,2083.0994126993805,820.3760821955224,tertiary,,662505237.0,stream,,686956288.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:54:50Z,local equirectangular point-to-polyline
BG_0117,23.99964384529446,92.50710593183707,684.4612676848806,2357.981661025682,trunk,,663830929.0,river,Tut,197997792.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:55:51Z,local equirectangular point-to-polyline
BG_0118,24.34644491880453,94.21452058375252,564.7448344907285,599.8669373200994,trunk,,237999888.0,stream,,1206899429.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:55:51Z,local equirectangular point-to-polyline
BG_0119,25.2422471831668,93.8373211983724,1618.4507040491442,1768.3419831085384,primary,,385553895.0,river,Irang River,198324595.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:56:55Z,local equirectangular point-to-polyline
BG_0120,25.033562493975268,94.1957597628088,68.60115566348576,160.9570942095733,unclassified,,1504177394.0,stream,,1504177401.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:56:55Z,local equirectangular point-to-polyline
BG_0121,25.306878224693683,93.84130153178518,4564.304169843566,5520.657548959909,track,,1408650384.0,river,Inhu Ki,627425940.0,5000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:57:58Z,local equirectangular point-to-polyline
BG_0122,24.24481417167792,93.13559281519716,2780.1313242077485,957.1140902614478,trunk,,237674373.0,stream,Tuibum,662190189.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:59:01Z,local equirectangular point-to-polyline
BG_0123,24.712635493673,94.00227967429156,62.82646986765916,2718.2022736645645,track,,1052623169.0,river,Iril River,164510530.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T05:59:01Z,local equirectangular point-to-polyline
BG_0124,25.768186172634497,93.0535928355548,89.4609970304431,339.74204281974346,tertiary,,607936876.0,river,Diyung River,197997797.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:00:03Z,local equirectangular point-to-polyline
BG_0125,26.915261559774915,92.75833967591277,100.95716294502468,5747.7330968051465,residential,,1085030493.0,stream,,154290511.0,5000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:01:06Z,local equirectangular point-to-polyline
BG_0126,24.01975518681486,93.47258849183646,1273.4833606224763,800.3989624325247,unclassified,,365984528.0,stream,Tuilak,1184488099.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-07-15T15:22:01Z,local equirectangular point-to-polyline
BG_0127,25.825581846862995,92.66480545332004,2309.1251154430965,4527.042289169751,unclassified,,668122692.0,river,Kalanga Nadi,669003628.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:02:05Z,local equirectangular point-to-polyline
BG_0128,24.577765785551424,94.42907453407616,406.0583735197885,93.77151358122522,track,,1070852457.0,stream,Tapung Lok,1540792880.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:02:05Z,local equirectangular point-to-polyline
BG_0129,26.55037086488575,90.16674075052042,85.9902909819833,265.20561245593245,trunk,,572687845.0,river,,228560105.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:03:06Z,local equirectangular point-to-polyline
BG_0130,24.110231164455808,93.0656118950107,3436.3876817656987,1292.9896872714123,residential,,1421593292.0,river,Tuivai,227382052.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:04:06Z,local equirectangular point-to-polyline
BG_0131,25.3015479528674,93.25528627021843,1555.1416873511844,3218.048960751769,residential,,1376534386.0,river,Langting River,667636263.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:05:05Z,local equirectangular point-to-polyline
BG_0132,24.959977011795885,94.32675414679152,768.7146018797358,6150.416340432101,trunk,,385459681.0,stream,,1535970863.0,5000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:06:06Z,local equirectangular point-to-polyline
BG_0133,24.96613607148811,94.0723093123072,198.8638509988816,213.222503090128,unclassified,,1278890273.0,river,Khamenlok river,1278542751.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:07:06Z,local equirectangular point-to-polyline
BG_0134,24.22516323454964,93.33915162057464,1693.3310662620647,652.7526240320543,unclassified,,1184088733.0,river,Tuivai,174064550.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:07:06Z,local equirectangular point-to-polyline
BG_0135,27.82137523664565,88.22334415646974,9972.781063194348,3398.2384924121125,track,,1153267680.0,stream,Lungma Chu,134410495.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:08:06Z,local equirectangular point-to-polyline
BG_0136,28.049062362464568,88.63670694907516,89.8553648236245,1261.2019425164506,unclassified,,1225557442.0,river,Lachen Chu,293185705.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:09:06Z,local equirectangular point-to-polyline
BG_0137,27.735426254507377,88.72777659602669,997.9923397018832,1422.906587187316,tertiary,,117990939.0,stream,,1215122594.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:10:06Z,local equirectangular point-to-polyline
BG_0138,28.059302436872148,88.612950259452,44.11174427960436,979.2131925665155,unclassified,,1214015205.0,stream,,1102452009.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:10:06Z,local equirectangular point-to-polyline
BG_0139,24.84517941221417,93.7247697290388,2618.922594392664,200.1417268627233,tertiary,,1446776467.0,river,Ijai River,386807092.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:11:05Z,local equirectangular point-to-polyline
BG_0140,26.81994853387081,94.05048156967447,143.05328288265594,5486.237168617998,unclassified,,889975428.0,river,Bhogdoi River,225886365.0,5000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:12:06Z,local equirectangular point-to-polyline
BG_0141,23.98242032769076,93.84657771320413,9351.83953830584,1071.6675749667834,track,,1249178557.0,stream,Kana Lok,1249156206.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:13:06Z,local equirectangular point-to-polyline
BG_0142,24.298297853695185,93.54235403435337,3339.357164494684,3551.6377169936595,trunk,,568164765.0,river,Tuila,668351875.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:13:06Z,local equirectangular point-to-polyline
BG_0143,24.33388323033592,94.163243177605,688.4873617739431,261.8367802859807,track,,455292488.0,stream,,1467047433.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:14:05Z,local equirectangular point-to-polyline
BG_0144,27.76318618635594,88.44006271135518,9150.761867741254,743.9167981214166,tertiary,North Sikkim Highway,1214513638.0,stream,Poke Chu,126757768.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:15:05Z,local equirectangular point-to-polyline
BG_0145,24.00249760478468,93.84290621177436,10536.294835901004,97.79727740727915,track,,1463771496.0,stream,Kana Lok,1249156206.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:16:05Z,local equirectangular point-to-polyline
BG_0146,24.45247690454448,93.58784286262484,473.8638826213513,1257.1911342494143,unclassified,,1446864076.0,stream,,1247670675.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:17:05Z,local equirectangular point-to-polyline
BG_0147,26.796706385166907,91.78269056353616,3765.815828343149,151.4223261811551,tertiary,,605920906.0,stream,Nalapara Nadi,973607386.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:17:05Z,local equirectangular point-to-polyline
BG_0148,24.417545654882225,93.7774394634178,60.50767745751101,93.04269848697538,unclassified,,1492578383.0,river,Khuga River,385483919.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:18:06Z,local equirectangular point-to-polyline
BG_0149,25.055418623820827,94.72359337552746,4179.869687805609,3166.449367236893,unclassified,,1268374508.0,river,Sana Lok,772793578.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:18:06Z,local equirectangular point-to-polyline
BG_0150,27.459124259346687,88.18354667035143,9556.678447309743,600.4629053305333,tertiary,,466012113.0,river,Prek Chu,45244954.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:19:07Z,local equirectangular point-to-polyline
BG_0151,27.73579433895211,88.69932059377882,3167.971975320954,1887.7331195802708,tertiary,,117990939.0,stream,,1202223824.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:20:16Z,local equirectangular point-to-polyline
BG_0152,25.130871186035627,93.74779338449986,2874.9186810797105,2888.1448424254586,residential,,1436785084.0,river,Irang River,198324594.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:21:21Z,local equirectangular point-to-polyline
BG_0153,26.248888142878908,90.69942219721528,2332.1130248804466,1347.796656607344,residential,,1292176436.0,river,Aai,44889751.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:21:21Z,local equirectangular point-to-polyline
BG_0154,24.586759737389897,92.61457398114706,33.14909306757919,1912.842563383944,residential,,1132664773.0,river,Tlawng,297310753.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:22:21Z,local equirectangular point-to-polyline
BG_0155,27.602477272715443,88.76795620556504,4446.293178703961,2511.416092099792,track,,1214831313.0,river,,1215115447.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:22:21Z,local equirectangular point-to-polyline
BG_0156,25.60741753218399,93.18214480871484,7501.576954906801,1856.978722671972,trunk,,843621716.0,river,Lumding River,335261964.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:23:21Z,local equirectangular point-to-polyline
BG_0157,27.450067545155218,95.25522201777991,24.70190915605372,1460.2105975861743,residential,,1126425613.0,stream,,717093600.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:24:21Z,local equirectangular point-to-polyline
BG_0158,24.70615079243555,92.79272712626,26.324381957976733,3177.037601270807,tertiary,,668429264.0,river,Baraputhi Khāl,1057818026.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:24:21Z,local equirectangular point-to-polyline
BG_0159,27.64976050069439,88.51388142035276,7576.59242676088,167.96226517602022,tertiary,North Sikkim Highway,312124116.0,stream,,599775748.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:25:20Z,local equirectangular point-to-polyline
BG_0160,27.417143510208103,88.42632089858496,2732.646525106406,355.3336648611011,unclassified,,1213387467.0,stream,,599759725.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:26:21Z,local equirectangular point-to-polyline
BG_0161,27.811450014327864,88.18451666475251,13170.97675631756,7333.937369293381,track,,1153267680.0,stream,Lungma Chu,134410495.0,15000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:27:20Z,local equirectangular point-to-polyline
BG_0162,24.267057994000364,93.98496740697944,1419.3833156542603,2979.8677720876567,track,,1189772490.0,river,Chakpi River,385485444.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:27:20Z,local equirectangular point-to-polyline
BG_0163,27.819561813037208,88.68867799440928,766.9792474976473,1082.316656799446,tertiary,,117990902.0,river,Lachung Chu,170015107.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:28:21Z,local equirectangular point-to-polyline
BG_0164,26.062691036956487,89.93253581779355,799.4948408159883,4045.483776329429,secondary,,609751745.0,river,Godadhar,177618242.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:28:21Z,local equirectangular point-to-polyline
BG_0165,25.88870862150068,93.0221811819059,374.06773733380766,1111.392474963616,secondary,,228977897.0,stream,Lanka Jan,669081797.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:29:21Z,local equirectangular point-to-polyline
BG_0166,26.79298966014766,91.83803121630469,181.42082076817,1075.6653343255125,secondary,,170003980.0,river,Kala River,973469819.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:30:21Z,local equirectangular point-to-polyline
BG_0167,27.43209997672512,95.0846994951408,83.61373334523196,539.1249294413068,track,,713481941.0,river,,715221598.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:30:21Z,local equirectangular point-to-polyline
BG_0168,27.048795547678584,94.24030612115097,230.39348044485592,1109.2290394038205,residential,,1077649218.0,river,Luhit River,100812565.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:31:20Z,local equirectangular point-to-polyline
BG_0169,26.55694964632381,90.130965206435,836.3425366407313,107.98947121747965,trunk,,566210439.0,river,Hel River,1249084270.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:31:20Z,local equirectangular point-to-polyline
BG_0170,26.566870926587686,90.32068198552425,1237.245944974802,527.0186929419345,trunk,,566210445.0,river,Gouranga,226704957.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:32:26Z,local equirectangular point-to-polyline
BG_0171,26.173436867240905,90.61848383033544,177.6570249344324,2132.480308219484,primary,,363595961.0,river,Dhudhnai River,467564887.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:32:26Z,local equirectangular point-to-polyline
BG_0172,26.3897702028578,91.8822932108542,15.780832941592294,2946.022543366073,residential,,1141953034.0,river,Nanoi,226734913.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:33:31Z,local equirectangular point-to-polyline
BG_0173,27.483171608118624,88.19409538785574,11783.133797664846,933.4888969734344,tertiary,,466012113.0,river,Prek Chu,45244954.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:34:36Z,local equirectangular point-to-polyline
BG_0174,22.55318341034111,92.826787472787,2658.223388098291,2828.9768955132354,tertiary,,663556256.0,river,Ngengpui,174152905.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:34:36Z,local equirectangular point-to-polyline
BG_0175,27.67337238842374,88.26233510858971,18115.545910399385,4041.556524611945,track,,1216095925.0,stream,Umaram Chu,134410514.0,30000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:37:36Z,local equirectangular point-to-polyline
BG_0176,25.217159659545224,94.18722626870534,4193.905314513335,2555.4479066093973,secondary,,575867986.0,river,Iril River,385538847.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:37:36Z,local equirectangular point-to-polyline
BG_0177,27.9178256658008,88.27295573803258,2088.125071762506,1558.5786914734722,track,,1153267680.0,river,Goma Chu,293178138.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:39:36Z,local equirectangular point-to-polyline
BG_0178,27.83603894973124,88.62798427952181,6303.471045264014,4541.158847275251,tertiary,,117990960.0,stream,,599010848.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:40:36Z,local equirectangular point-to-polyline
BG_0179,27.959255433243342,88.6111355393025,3228.4206778118514,2250.395613355117,tertiary,North Sikkim Highway,1219736542.0,river,Lasha Chu,599006002.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:41:36Z,local equirectangular point-to-polyline
BG_0180,28.02754060552233,88.58308884452249,673.0061394823947,1285.9216428823645,unclassified,,991322814.0,river,Lachen Chu,293185705.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:41:36Z,local equirectangular point-to-polyline
BG_0181,27.68769213022747,88.41315462716798,11947.349799953998,698.9203025961101,unclassified,,1460221974.0,river,Ringi Chu,134410519.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:42:36Z,local equirectangular point-to-polyline
BG_0182,24.29804176678693,92.88297216349704,3331.419246020202,69.72057839552913,unclassified,,1058868980.0,stream,,310419866.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:42:36Z,local equirectangular point-to-polyline
BG_0183,23.184379154788395,93.2294807959908,326.1288249669764,2646.096596112832,primary,,22826852.0,stream,,1331561400.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:44:36Z,local equirectangular point-to-polyline
BG_0184,23.867355496047285,93.2080168392735,205.80483378701567,247.79897740288345,trunk,,1296332541.0,stream,,1330384095.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:44:36Z,local equirectangular point-to-polyline
BG_0185,27.90924297429654,88.34511006028679,1524.0363551990986,1358.7577844245552,track,,1434855475.0,stream,Khora Chu,134410526.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:45:36Z,local equirectangular point-to-polyline
BG_0186,23.67712385377633,92.7932707094394,1340.1714773492408,32.92511054276017,track,,1058742628.0,river,Tuirial River,385437463.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:45:36Z,local equirectangular point-to-polyline
BG_0187,23.8677343922001,91.94457574174952,5264.585331721217,5150.457116912169,trunk,,238313306.0,river,Manu,385125251.0,15000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:47:36Z,local equirectangular point-to-polyline
BG_0188,24.38371014310428,92.12370734207175,241.33143528307664,3688.866591503578,trunk,208A,1353683197.0,drain,,830353577.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:47:36Z,local equirectangular point-to-polyline
BG_0189,22.994609332952336,92.61332161708764,812.6354394899179,1572.501924265963,unclassified,,615752192.0,river,,661525605.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:48:35Z,local equirectangular point-to-polyline
BG_0190,23.21218411004549,92.61588579603816,1681.2481672372942,465.34132837925233,track,,1464923519.0,river,Tut,662197166.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:48:35Z,local equirectangular point-to-polyline
BG_0191,26.98642659046624,93.93552450930136,91.06100302884016,604.4259867682356,tertiary,,1126843670.0,river,Dikrong River,329486185.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:49:36Z,local equirectangular point-to-polyline
BG_0192,24.516018917527614,92.32033174596292,654.7002468469808,1100.5451572640593,trunk,,44769565.0,river,Longai River,964887595.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:49:36Z,local equirectangular point-to-polyline
BG_0193,25.7014977151918,92.79087365512174,288.2445425246886,1107.7634681049444,tertiary,,666880704.0,river,Kopili,44722287.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:50:40Z,local equirectangular point-to-polyline
BG_0194,24.657096039778395,93.62788397150052,360.0837317809391,185.25441919316512,secondary,Old Cachar Road,387930268.0,river,Leimatak,198324598.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:50:40Z,local equirectangular point-to-polyline
BG_0195,27.49728314149345,88.33867154454254,9773.327206629285,216.575505436103,unclassified,,597048928.0,stream,Kauum Chu,1214315130.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:52:49Z,local equirectangular point-to-polyline
BG_0196,27.207651589119635,88.18556495644621,1666.1999029925794,832.2836444526242,residential,,597329122.0,stream,Rishi,577532791.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:52:49Z,local equirectangular point-to-polyline
BG_0197,24.678165470318525,94.4750567066873,563.3993742136533,618.4450113064768,tertiary,,1101637571.0,stream,,1549746818.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:53:49Z,local equirectangular point-to-polyline
BG_0198,25.02575797860144,94.1463657546519,35.173925877445235,118.21918403527326,tertiary,,1462830192.0,stream,,687019673.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:53:49Z,local equirectangular point-to-polyline
BG_0199,24.234320524788654,93.33803294235148,834.2446596666625,169.42329781226192,unclassified,,1184088733.0,river,Tuivai,174064550.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:54:51Z,local equirectangular point-to-polyline
BG_0200,27.41923626271408,88.22919710573251,4496.749538319712,1883.715349180725,tertiary,,466012113.0,stream,,685787540.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:55:51Z,local equirectangular point-to-polyline
BG_0201,24.810832575363065,94.28643540499738,3820.117026162199,9656.671074705877,track,,1127944965.0,stream,,1272875259.0,5000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:56:51Z,local equirectangular point-to-polyline
BG_0202,24.718185231218456,94.29343844776,3744.0753597098847,7275.8123489795025,residential,,1127952438.0,river,,456353321.0,5000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T06:58:51Z,local equirectangular point-to-polyline
BG_0203,27.618074912025744,88.71888118067086,2103.4972611469,178.669493020199,tertiary,,117990926.0,river,,1215124463.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T07:43:36Z,local equirectangular point-to-polyline
BG_0204,27.60821069982224,88.11234650666478,20498.802994080907,5503.685155005099,track,,534812082.0,stream,,1414660398.0,30000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-07-26T09:09:51Z,local equirectangular point-to-polyline
BG_0205,27.989316118399586,88.72360493853138,2688.8562079704257,4955.033684491084,unclassified,,991328218.0,stream,,193275304.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-05-31T22:37:44Z,local equirectangular point-to-polyline
BG_0206,25.89298289714468,92.99374568602651,592.611973455108,1307.6175178523988,tertiary,,669081787.0,stream,Lanka Jan,669081797.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-05-06T03:25:00Z,local equirectangular point-to-polyline
BG_0207,25.67657331281544,92.72537456670906,377.4562770288563,4322.061417735665,tertiary,,666880690.0,river,Mynriang River,226940744.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-05-06T03:25:00Z,local equirectangular point-to-polyline
BG_0208,26.46926019588729,90.20913174218929,251.5058344829309,1737.0273845471934,tertiary,,345070446.0,stream,,1388562352.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-07-15T15:22:01Z,local equirectangular point-to-polyline
BG_0209,24.344116490235542,93.0870317525508,1844.215110825763,590.6121185190892,unclassified,JT Road,1240238111.0,river,Barak River,128600546.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-05-31T22:37:44Z,local equirectangular point-to-polyline
BG_0210,26.23936665358692,93.69912722827463,7822.797694978984,2724.967595523001,track,,1467042673.0,river,Deopani Nadi,155250505.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T08:05:05Z,local equirectangular point-to-polyline
BG_0211,25.876387018541383,93.05128574313204,620.3861602640362,3642.0332285440895,trunk,,366128959.0,stream,Lanka Jan,669081797.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-07-15T15:22:01Z,local equirectangular point-to-polyline
BG_0212,27.974426115596284,88.64975813734323,5354.176505223401,1790.5882508684251,unclassified,,1219736559.0,river,Lasha Chu,599006002.0,15000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T08:10:06Z,local equirectangular point-to-polyline
BG_0213,25.012586675944803,92.5520584839688,721.3419137842102,2451.088009876897,track,,1057495024.0,river,Larang Nadi,745001583.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-07-15T15:22:01Z,local equirectangular point-to-polyline
BG_0214,24.5009238388417,92.32731521457444,496.0446468709199,179.9256375909763,trunk,,44769565.0,river,Longai River,964887595.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-05-31T22:37:44Z,local equirectangular point-to-polyline
BG_0215,26.68714704176504,92.39540029548192,1192.562825267982,679.4986065277695,trunk,,238668507.0,river,,155294105.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T08:22:21Z,local equirectangular point-to-polyline
BG_0216,26.29010800728956,93.40457993587911,7624.727614662738,7456.358427250576,track,,1313338039.0,stream,,771969443.0,15000.0,15000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T08:28:35Z,local equirectangular point-to-polyline
BG_0217,26.68803935817568,91.93305173058113,909.5735102892976,517.0488121875704,tertiary,,612391976.0,river,Khulsi River,159136151.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-05T08:31:35Z,local equirectangular point-to-polyline
