threshold,f1,f2,precision,recall
0.8849999999999999,0.7303995953464846,0.6473014165321858,0.9292149292149292,0.6016666666666667
0.8899999999999999,0.7269954245043213,0.6421771151428058,0.9322033898305084,0.5958333333333333
0.8949999999999999,0.7239263803680982,0.6371490280777538,0.9365079365079365,0.59
0.8999999999999999,0.7161257083977332,0.6271431149611983,0.9379217273954116,0.5791666666666667
0.9049999999999999,0.7119170984455958,0.6211573236889693,0.9410958904109589,0.5725
0.9099999999999999,0.7091383812010443,0.6155938349954669,0.9496503496503497,0.5658333333333333
0.9149999999999999,0.7044025157232704,0.6100217864923747,0.9491525423728814,0.56
0.9199999999999999,0.7011070110701108,0.6048753865744951,0.9540889526542324,0.5541666666666667
0.9249999999999999,0.6907545164718385,0.5928493250638454,0.9530791788856305,0.5416666666666666
0.9299999999999999,0.6816479400749064,0.5823733772170415,0.9521674140508222,0.5308333333333334
0.9349999999999999,0.6763597199784599,0.5754077331867327,0.9558599695585996,0.5233333333333333
0.94,0.6695604991861096,0.5667830240676097,0.9595645412130638,0.5141666666666667
0.945,0.6604702022963368,0.5562718732731626,0.9602543720190779,0.5033333333333333
0.95,0.650137741046832,0.5447830101569714,0.959349593495935,0.49166666666666664
