pair_id,state,event_date,positive_rainfall_24h_mm,background_rainfall_24h_mm,delta_rainfall_24h_mm,positive_rainfall_72h_mm,background_rainfall_72h_mm,delta_rainfall_72h_mm,positive_rainfall_7d_mm,background_rainfall_7d_mm,delta_rainfall_7d_mm,positive_rain_prev_48h_mm,background_rain_prev_48h_mm,delta_rain_prev_48h_mm,positive_rain_prev_4d_mm,background_rain_prev_4d_mm,delta_rain_prev_4d_mm,positive_ratio_24_to_72,background_ratio_24_to_72,delta_ratio_24_to_72,positive_ratio_72_to_7d,background_ratio_72_to_7d,delta_ratio_72_to_7d
1050677,Mizoram,2015-08-27,3.85,10.68,-6.83,8.08,16.36,-8.28,27.23,45.78,-18.55,4.23,5.68,-1.4499999999999993,19.15,29.42,-10.270000000000003,0.47648514851485146,0.6528117359413202,-0.17632658742646878,0.2967315460888726,0.35736129314110965,-0.06062974705223706
1050606,Mizoram,2015-08-27,3.19,3.99,-0.8000000000000003,6.9,8.68,-1.7799999999999994,27.23,41.290000000000006,-14.060000000000006,3.7100000000000004,4.6899999999999995,-0.9799999999999991,20.33,32.61000000000001,-12.280000000000008,0.4623188405797101,0.45967741935483875,0.0026414212248713764,0.25339698861549764,0.21022039234681517,0.04317659626868248
1050624,Mizoram,2015-08-28,13.55,5.13,8.420000000000002,20.160000000000004,16.97,3.190000000000005,35.15,38.58,-3.4299999999999997,6.610000000000003,11.84,-5.229999999999997,14.989999999999995,21.61,-6.6200000000000045,0.6721230158730158,0.30229817324690633,0.3698248426261095,0.5735419630156473,0.43986521513737686,0.13367674787827044
1048364,Assam,2015-09-01,11.12,25.2,-14.08,78.97,138.45999999999998,-59.48999999999998,166.57,167.46999999999997,-0.8999999999999773,67.85,113.25999999999998,-45.40999999999998,87.6,29.00999999999999,58.59,0.14081296694947448,0.18200202224469164,-0.04118905529521716,0.47409497508554965,0.8267749447662268,-0.35267996968067716
1048385,Assam,2015-09-01,11.02,14.14,-3.120000000000001,64.66999999999999,93.32,-28.650000000000006,152.29,132.34,19.94999999999999,53.64999999999999,79.17999999999999,-25.53,87.62,39.02000000000001,48.599999999999994,0.1704035874439462,0.15152164594942136,0.01888194149452485,0.4246503381705955,0.7051533927761825,-0.280503054605587
1048363,Assam,2015-09-01,11.12,4.99,6.129999999999999,78.97,69.01,9.959999999999994,166.57,135.22000000000003,31.349999999999966,67.85,64.02000000000001,3.829999999999984,87.6,66.21000000000002,21.389999999999972,0.14081296694947448,0.07230836110708593,0.06850460584238856,0.47409497508554965,0.5103534980032539,-0.03625852291770426
1050597,Mizoram,2015-09-14,5.11,9.04,-3.929999999999999,42.93,53.58,-10.649999999999999,80.25,99.59,-19.340000000000003,37.82,44.54,-6.719999999999999,37.32,46.010000000000005,-8.690000000000005,0.1190309806662008,0.16871967151922357,-0.04968869085302277,0.5349532710280374,0.5380058238778993,-0.0030525528498619448
1050596,Mizoram,2015-09-14,5.11,0.83,4.28,42.93,30.65,12.280000000000001,80.25,62.83,17.42,37.82,29.82,8.0,37.32,32.18,5.140000000000001,0.1190309806662008,0.027079934747145186,0.09195104591905562,0.5349532710280374,0.4878242877606239,0.04712898326741344
1048373,Assam,2015-09-23,26.58,17.47,9.11,115.38,36.33,79.05,127.44,62.7,64.74,88.8,18.86,69.94,12.060000000000002,26.370000000000005,-14.310000000000002,0.23036921476859074,0.4808698045692265,-0.2505005898006358,0.905367231638418,0.5794258373205741,0.32594139431784397
1050120,Assam,2016-05-18,60.18,18.72,41.46,193.69,140.36,53.329999999999984,287.3,195.74,91.56,133.51,121.64000000000001,11.869999999999976,93.61000000000001,55.379999999999995,38.23000000000002,0.310702669213692,0.13337133086349384,0.17733133835019815,0.674173337974243,0.717073669152958,-0.042900331178715057
